age,gender,department,job_title,years_at_company,satisfaction_level,attrition,age_minus_tenure,maturity_satisfaction_interaction,loyalty_satisfaction_score
58,Male,Marketing,Accountant,3.0,0.97,0,55.0,56.26,2.91
55,Female,Engineering,Engineer,2.0,0.14,1,53.0,7.700000000000001,0.28
45,Female,Sales,Accountant,2.0,0.36,0,43.0,16.2,0.72
48,Female,Sales,HR Specialist,2.0,0.85,1,46.0,40.8,1.7
43,Female,Engineering,Engineer,9.0,0.1,1,34.0,4.3,0.9
45,Female,Engineering,Engineer,7.0,0.64,1,38.0,28.8,4.48
49,Male,Engineering,Engineer,1.0,0.83,1,48.0,40.669999999999995,0.83
44,Male,HR,HR Specialist,5.0,0.11,0,39.0,4.84,0.55
50,Female,Marketing,Engineer,2.0,0.86,0,48.0,43.0,1.72
31,Female,Finance,Accountant,10.0,0.74,0,21.0,22.94,7.4
27,Female,HR,HR Specialist,7.0,0.51,1,20.0,13.77,3.5700000000000003
32,Female,Finance,Accountant,8.0,0.96,1,24.0,30.72,7.68
54,Female,Sales,HR Specialist,10.0,0.5,0,44.0,27.0,5.0
35,Male,Sales,Engineer,9.0,0.75,1,26.0,26.25,6.75
32,Female,Sales,HR Specialist,5.0,0.94,0,27.0,30.08,4.699999999999999
41,Male,HR,Manager,6.0,0.09,1,35.0,3.69,0.54
32,Female,Sales,Engineer,9.0,0.2,1,23.0,6.4,1.8
54,Male,Finance,Engineer,10.0,0.92,1,44.0,49.68,9.200000000000001
40,Male,Finance,Accountant,7.0,0.94,1,33.0,37.599999999999994,6.58
28,Male,Engineering,Manager,4.0,0.32,0,24.0,8.96,1.28
45,Male,Sales,Analyst,7.0,0.96,0,38.0,43.199999999999996,6.72
58,Male,Finance,Engineer,2.0,0.43,1,56.0,24.94,0.86
59,Male,Sales,Engineer,10.0,0.11,0,49.0,6.49,1.1
37,Female,Marketing,Manager,1.0,0.32,1,36.0,11.84,0.32
51,Female,HR,Analyst,3.0,0.35,1,48.0,17.849999999999998,1.0499999999999998
32,Male,Marketing,Analyst,5.0,0.5,0,27.0,16.0,2.5
53,Male,Engineering,Engineer,5.0,0.21,0,48.0,11.129999999999999,1.05
40,Female,Marketing,HR Specialist,4.0,0.16,0,36.0,6.4,0.64
29,Female,Sales,HR Specialist,8.0,0.26,1,21.0,7.54,2.08
34,Female,Finance,Accountant,7.0,0.88,0,27.0,29.92,6.16
39,Male,HR,Accountant,6.0,0.07,1,33.0,2.7300000000000004,0.42000000000000004
45,Male,Engineering,Manager,6.0,0.54,0,39.0,24.3,3.24
58,Male,Engineering,HR Specialist,6.0,0.36,1,52.0,20.88,2.16
46,Female,HR,Accountant,4.0,0.44,1,42.0,20.24,1.76
46,Male,Finance,Engineer,7.0,0.72,0,39.0,33.12,5.04
33,Male,Engineering,Analyst,1.0,0.97,0,32.0,32.01,0.97
50,Female,Finance,Engineer,2.0,0.95,1,48.0,47.5,1.9
37,Female,Engineering,Analyst,4.0,0.75,1,33.0,27.75,3.0
42,Male,Finance,Accountant,7.0,0.21,1,35.0,8.82,1.47
25,Female,Sales,Manager,4.0,0.2,1,21.0,5.0,0.8
47,Male,Engineering,Manager,2.0,0.28,0,45.0,13.160000000000002,0.56
57,Female,Marketing,Analyst,2.0,0.75,1,55.0,42.75,1.5
55,Female,Engineering,Accountant,3.0,0.36,0,52.0,19.8,1.08
45,Female,Finance,Analyst,10.0,0.26,1,35.0,11.700000000000001,2.6
47,Female,HR,Engineer,2.0,0.43,1,45.0,20.21,0.86
40,Male,HR,Manager,4.0,0.01,1,36.0,0.4,0.04
51,Female,Finance,Accountant,10.0,0.61,0,41.0,31.11,6.1
38,Male,Sales,Engineer,1.0,0.47,0,37.0,17.86,0.47
31,Male,Marketing,Analyst,6.0,0.92,0,25.0,28.52,5.5200000000000005
36,Female,Engineering,Manager,5.0,0.36,0,31.0,12.959999999999999,1.7999999999999998
52,Male,Engineering,Accountant,9.0,0.03,0,43.0,1.56,0.27
27,Male,Finance,Engineer,1.0,0.72,1,26.0,19.439999999999998,0.72
46,Male,Engineering,Analyst,7.0,0.61,1,39.0,28.06,4.27
45,Male,Finance,Manager,10.0,0.46,1,35.0,20.7,4.6000000000000005
53,Female,Finance,HR Specialist,5.0,0.93,1,48.0,49.29,4.65
44,Female,Finance,Engineer,10.0,0.52,1,34.0,22.880000000000003,5.2
27,Male,HR,HR Specialist,1.0,0.26,1,26.0,7.0200000000000005,0.26
51,Female,Engineering,Manager,5.0,0.9,1,46.0,45.9,4.5
45,Male,HR,Manager,7.0,0.46,0,38.0,20.7,3.22
57,Male,Finance,Manager,7.0,0.73,1,50.0,41.61,5.109999999999999
54,Female,Finance,Engineer,4.0,0.47,0,50.0,25.38,1.88
33,Female,Finance,Manager,8.0,0.37,0,25.0,12.209999999999999,2.96
47,Female,Engineering,Accountant,7.0,0.03,0,40.0,1.41,0.21
47,Male,HR,Manager,8.0,0.8,0,39.0,37.6,6.4
25,Female,Engineering,Accountant,4.0,0.7,0,21.0,17.5,2.8
45,Male,Marketing,HR Specialist,5.0,0.11,1,40.0,4.95,0.55
56,Female,Marketing,Accountant,5.0,0.5,1,51.0,28.0,2.5
50,Male,Marketing,Analyst,5.0,0.66,0,45.0,33.0,3.3000000000000003
57,Male,Marketing,Manager,2.0,0.48,1,55.0,27.36,0.96
33,Female,Finance,Analyst,1.0,0.92,1,32.0,30.360000000000003,0.92
41,Male,HR,Accountant,4.0,0.72,1,37.0,29.52,2.88
30,Male,Sales,Analyst,8.0,0.09,0,22.0,2.6999999999999997,0.72
31,Male,Sales,Analyst,4.0,0.86,1,27.0,26.66,3.44
31,Male,Marketing,Engineer,5.0,0.51,0,26.0,15.81,2.55
29,Female,HR,Engineer,9.0,0.89,1,20.0,25.81,8.01
57,Male,Engineering,Accountant,1.0,0.84,0,56.0,47.879999999999995,0.84
34,Male,Engineering,Accountant,7.0,0.92,1,27.0,31.28,6.44
41,Female,Marketing,Manager,3.0,0.95,1,38.0,38.949999999999996,2.8499999999999996
52,Male,Marketing,HR Specialist,3.0,0.79,0,49.0,41.08,2.37
46,Male,Engineering,Accountant,8.0,0.73,1,38.0,33.58,5.84
45,Male,Sales,Analyst,8.0,0.49,0,37.0,22.05,3.92
56,Female,Sales,Accountant,1.0,0.99,0,55.0,55.44,0.99
56,Male,Finance,Manager,4.0,0.48,0,52.0,26.88,1.92
55,Male,Sales,Analyst,5.0,0.7,0,50.0,38.5,3.5
30,Female,Engineering,Analyst,9.0,0.82,1,21.0,24.599999999999998,7.38
45,Male,Marketing,Analyst,7.0,0.24,1,38.0,10.799999999999999,1.68
59,Male,Engineering,Accountant,9.0,0.68,1,50.0,40.120000000000005,6.12
38,Female,Engineering,Accountant,9.0,0.52,1,29.0,19.76,4.68
47,Female,Finance,Manager,10.0,0.82,0,37.0,38.54,8.2
48,Female,Sales,Engineer,1.0,0.48,0,47.0,23.04,0.48
54,Male,Sales,HR Specialist,4.0,0.8,0,50.0,43.2,3.2
34,Male,Engineering,Manager,2.0,0.21,1,32.0,7.14,0.42
29,Male,Finance,HR Specialist,4.0,0.42,1,25.0,12.18,1.68
54,Female,Engineering,Analyst,4.0,0.11,0,50.0,5.94,0.44
31,Male,HR,Manager,3.0,0.23,1,28.0,7.13,0.6900000000000001
30,Male,HR,Engineer,10.0,0.15,1,20.0,4.5,1.5
32,Female,Sales,Accountant,6.0,0.81,0,26.0,25.92,4.86
50,Male,Engineering,Analyst,4.0,0.54,0,46.0,27.0,2.16
42,Female,Sales,HR Specialist,6.0,0.74,1,36.0,31.08,4.4399999999999995
50,Male,HR,Analyst,2.0,0.74,1,48.0,37.0,1.48
28,Male,HR,Analyst,4.0,0.28,0,24.0,7.840000000000001,1.12
37,Female,Engineering,Manager,9.0,0.61,1,28.0,22.57,5.49
48,Female,Finance,Accountant,4.0,0.57,0,44.0,27.36,2.28
55,Male,Sales,Manager,1.0,0.49,0,54.0,26.95,0.49
46,Male,Engineering,Accountant,2.0,0.07,0,44.0,3.22,0.14
42,Male,HR,Manager,6.0,0.36,0,36.0,15.12,2.16
58,Male,Sales,Accountant,10.0,0.67,1,48.0,38.86,6.7
47,Male,Marketing,Engineer,10.0,0.17,0,37.0,7.99,1.7000000000000002
25,Male,Sales,Accountant,3.0,0.05,1,22.0,1.25,0.15000000000000002
44,Female,Finance,Engineer,1.0,0.38,1,43.0,16.72,0.38
49,Female,Engineering,Manager,8.0,0.07,1,41.0,3.43,0.56
30,Male,Engineering,Accountant,4.0,0.77,1,26.0,23.1,3.08
54,Female,Finance,Engineer,10.0,0.84,1,44.0,45.36,8.4
44,Female,Sales,HR Specialist,6.0,0.73,1,38.0,32.12,4.38
33,Male,Sales,Engineer,6.0,0.32,1,27.0,10.56,1.92
42,Female,HR,Engineer,6.0,0.87,1,36.0,36.54,5.22
27,Female,Sales,Manager,8.0,0.04,0,19.0,1.08,0.32
30,Female,Marketing,Analyst,3.0,0.33,1,27.0,9.9,0.99
25,Male,Finance,Engineer,7.0,0.15,1,18.0,3.75,1.05
43,Female,HR,Accountant,7.0,0.77,1,36.0,33.11,5.390000000000001
52,Male,Engineering,Manager,10.0,0.88,0,42.0,45.76,8.8
33,Male,Finance,Accountant,5.0,0.64,0,28.0,21.12,3.2
34,Male,Engineering,Engineer,6.0,0.77,0,28.0,26.18,4.62
48,Female,Finance,Manager,9.0,0.32,0,39.0,15.36,2.88
50,Female,Engineering,Analyst,2.0,0.49,1,48.0,24.5,0.98
32,Female,Engineering,Analyst,1.0,0.43,1,31.0,13.76,0.43
29,Female,HR,Accountant,2.0,0.21,1,27.0,6.09,0.42
37,Male,Sales,Manager,9.0,0.85,1,28.0,31.45,7.6499999999999995
46,Female,Sales,Accountant,7.0,0.54,1,39.0,24.840000000000003,3.7800000000000002
58,Male,Finance,Analyst,8.0,0.04,0,50.0,2.32,0.32
49,Female,HR,Accountant,1.0,0.27,1,48.0,13.23,0.27
47,Female,Sales,HR Specialist,1.0,0.13,0,46.0,6.11,0.13
45,Female,Engineering,Engineer,7.0,0.15,0,38.0,6.75,1.05
27,Male,Finance,Analyst,5.0,0.6,0,22.0,16.2,3.0
32,Male,Sales,HR Specialist,5.0,0.06,1,27.0,1.92,0.3
46,Male,Marketing,Analyst,3.0,0.0,0,43.0,0.0,0.0
35,Male,Sales,Engineer,4.0,0.86,0,31.0,30.099999999999998,3.44
47,Female,Engineering,Analyst,5.0,0.29,1,42.0,13.629999999999999,1.45
40,Male,HR,Analyst,1.0,0.72,0,39.0,28.799999999999997,0.72
52,Male,Finance,Manager,2.0,0.7,1,50.0,36.4,1.4
59,Male,Engineering,HR Specialist,8.0,0.42,1,51.0,24.779999999999998,3.36
53,Male,Engineering,Accountant,1.0,0.54,1,52.0,28.62,0.54
30,Female,Marketing,Analyst,10.0,0.4,1,20.0,12.0,4.0
38,Female,Engineering,Engineer,6.0,0.13,0,32.0,4.94,0.78
53,Male,Marketing,Analyst,7.0,0.85,0,46.0,45.05,5.95
52,Female,Engineering,Engineer,8.0,0.66,1,44.0,34.32,5.28
34,Male,Sales,HR Specialist,3.0,0.23,1,31.0,7.82,0.6900000000000001
28,Female,Finance,Accountant,4.0,0.96,1,24.0,26.88,3.84
48,Male,HR,Analyst,4.0,0.16,0,44.0,7.68,0.64
26,Male,Marketing,Accountant,10.0,0.67,0,16.0,17.42,6.7
53,Male,HR,Accountant,10.0,0.1,0,43.0,5.300000000000001,1.0
49,Male,Finance,Engineer,7.0,0.77,0,42.0,37.730000000000004,5.390000000000001
55,Female,Marketing,Analyst,1.0,0.2,1,54.0,11.0,0.2
39,Male,Engineering,Manager,10.0,0.09,0,29.0,3.51,0.8999999999999999
57,Male,Marketing,Analyst,6.0,0.3,0,51.0,17.099999999999998,1.7999999999999998
32,Female,HR,Manager,4.0,0.08,0,28.0,2.56,0.32
40,Male,Finance,Manager,1.0,0.8,1,39.0,32.0,0.8
58,Male,Engineering,HR Specialist,1.0,0.79,0,57.0,45.82,0.79
30,Male,Sales,HR Specialist,8.0,0.9,0,22.0,27.0,7.2
47,Female,Engineering,Manager,7.0,0.89,1,40.0,41.83,6.23
45,Female,Engineering,Analyst,2.0,0.83,0,43.0,37.35,1.66
59,Male,Sales,HR Specialist,7.0,0.32,0,52.0,18.88,2.24
53,Female,Engineering,HR Specialist,2.0,0.84,0,51.0,44.519999999999996,1.68
59,Male,Engineering,HR Specialist,8.0,0.33,0,51.0,19.470000000000002,2.64
26,Female,HR,Engineer,7.0,0.11,1,19.0,2.86,0.77
57,Male,Sales,Manager,5.0,0.84,0,52.0,47.879999999999995,4.2
50,Female,Marketing,Analyst,1.0,0.36,1,49.0,18.0,0.36
56,Female,Engineering,HR Specialist,7.0,0.36,1,49.0,20.16,2.52
42,Female,Engineering,Engineer,1.0,0.67,1,41.0,28.14,0.67
58,Male,HR,Analyst,2.0,0.33,1,56.0,19.14,0.66
54,Female,Engineering,Analyst,1.0,0.3,0,53.0,16.2,0.3
47,Male,HR,Analyst,7.0,0.43,1,40.0,20.21,3.01
44,Female,HR,Analyst,3.0,0.58,0,41.0,25.52,1.7399999999999998
47,Male,Engineering,Analyst,4.0,0.22,1,43.0,10.34,0.88
32,Female,Engineering,HR Specialist,7.0,0.85,1,25.0,27.2,5.95
38,Male,Engineering,Engineer,3.0,0.97,0,35.0,36.86,2.91
47,Male,Sales,Analyst,8.0,0.33,0,39.0,15.510000000000002,2.64
38,Male,Finance,Analyst,5.0,0.58,0,33.0,22.04,2.9
26,Male,Finance,Manager,5.0,0.97,1,21.0,25.22,4.85
28,Male,HR,Accountant,2.0,0.83,0,26.0,23.24,1.66
48,Female,Sales,Analyst,9.0,0.68,0,39.0,32.64,6.12
33,Female,Sales,Engineer,8.0,0.26,1,25.0,8.58,2.08
40,Female,Marketing,Manager,7.0,0.56,1,33.0,22.400000000000002,3.9200000000000004
56,Female,Marketing,Analyst,10.0,0.07,1,46.0,3.9200000000000004,0.7000000000000001
56,Male,Finance,Accountant,4.0,0.19,1,52.0,10.64,0.76
51,Male,Sales,Accountant,6.0,0.01,0,45.0,0.51,0.06
39,Male,Engineering,Accountant,8.0,0.86,0,31.0,33.54,6.88
28,Male,HR,Manager,7.0,0.28,0,21.0,7.840000000000001,1.9600000000000002
49,Female,Marketing,Manager,8.0,0.23,0,41.0,11.270000000000001,1.84
39,Male,Engineering,Engineer,4.0,0.9,1,35.0,35.1,3.6
36,Female,HR,Manager,10.0,0.48,1,26.0,17.28,4.8
31,Male,Sales,Engineer,1.0,0.3,0,30.0,9.299999999999999,0.3
48,Female,Marketing,Accountant,6.0,0.05,0,42.0,2.4000000000000004,0.30000000000000004
30,Female,Marketing,HR Specialist,9.0,0.02,0,21.0,0.6,0.18
55,Female,Finance,Accountant,2.0,0.02,1,53.0,1.1,0.04
45,Female,Marketing,Manager,6.0,0.62,0,39.0,27.9,3.7199999999999998
35,Female,Sales,Analyst,8.0,0.87,0,27.0,30.45,6.96
40,Female,Finance,Manager,6.0,0.65,1,34.0,26.0,3.9000000000000004
38,Female,HR,Engineer,10.0,0.43,0,28.0,16.34,4.3
49,Male,Marketing,HR Specialist,7.0,0.69,0,42.0,33.809999999999995,4.83
38,Male,Finance,Manager,8.0,0.48,1,30.0,18.24,3.84
42,Female,Sales,Manager,7.0,0.11,1,35.0,4.62,0.77
38,Male,Sales,Analyst,6.0,0.39,1,32.0,14.82,2.34
48,Female,Engineering,Accountant,7.0,0.25,0,41.0,12.0,1.75
32,Female,Finance,Engineer,8.0,0.4,1,24.0,12.8,3.2
49,Female,HR,Engineer,3.0,0.8,0,46.0,39.2,2.4000000000000004
58,Male,Sales,Engineer,5.0,0.51,0,53.0,29.580000000000002,2.55
52,Male,Sales,Accountant,9.0,0.22,1,43.0,11.44,1.98
48,Female,Engineering,Manager,10.0,0.53,1,38.0,25.44,5.300000000000001
42,Male,Finance,HR Specialist,5.0,0.53,1,37.0,22.26,2.6500000000000004
58,Female,HR,HR Specialist,8.0,0.49,0,50.0,28.419999999999998,3.92
27,Female,Marketing,Analyst,1.0,0.37,0,26.0,9.99,0.37
36,Male,Engineering,Engineer,6.0,0.58,0,30.0,20.88,3.4799999999999995
29,Male,Sales,Manager,2.0,0.18,1,27.0,5.22,0.36
43,Female,Marketing,Analyst,4.0,0.56,0,39.0,24.080000000000002,2.24
36,Male,Finance,Accountant,8.0,0.08,0,28.0,2.88,0.64
51,Male,Engineering,Accountant,1.0,0.68,1,50.0,34.68,0.68
41,Male,HR,Analyst,2.0,0.13,0,39.0,5.33,0.26
52,Female,Sales,Analyst,2.0,0.95,1,50.0,49.4,1.9
46,Male,Sales,Accountant,3.0,0.81,1,43.0,37.260000000000005,2.43
34,Male,HR,HR Specialist,10.0,0.44,1,24.0,14.96,4.4
30,Male,Sales,HR Specialist,10.0,0.15,1,20.0,4.5,1.5
41,Female,Marketing,Engineer,4.0,0.93,0,37.0,38.13,3.72
36,Male,Finance,HR Specialist,3.0,0.49,1,33.0,17.64,1.47
30,Female,Sales,Accountant,2.0,0.02,1,28.0,0.6,0.04
46,Male,Engineering,Engineer,7.0,0.12,1,39.0,5.52,0.84
40,Female,Marketing,Analyst,1.0,0.51,0,39.0,20.4,0.51
28,Male,Engineering,Engineer,8.0,0.45,0,20.0,12.6,3.6
49,Male,Finance,Engineer,9.0,0.86,1,40.0,42.14,7.74
57,Female,Finance,HR Specialist,4.0,0.87,0,53.0,49.589999999999996,3.48
25,Female,Sales,Accountant,8.0,0.95,0,17.0,23.75,7.6
39,Male,Sales,Manager,10.0,0.48,0,29.0,18.72,4.8
41,Male,Sales,Analyst,7.0,0.96,1,34.0,39.36,6.72
43,Male,Marketing,Accountant,9.0,0.31,0,34.0,13.33,2.79
43,Female,Engineering,Engineer,7.0,0.06,1,36.0,2.58,0.42
44,Male,HR,HR Specialist,1.0,0.54,0,43.0,23.76,0.54
25,Male,Marketing,Engineer,4.0,0.22,1,21.0,5.5,0.88
47,Female,HR,Engineer,6.0,0.96,1,41.0,45.12,5.76
40,Male,HR,HR Specialist,9.0,0.47,0,31.0,18.799999999999997,4.2299999999999995
48,Male,HR,Engineer,4.0,0.19,0,44.0,9.120000000000001,0.76
44,Female,Sales,HR Specialist,2.0,0.19,1,42.0,8.36,0.38
39,Female,HR,Manager,6.0,0.2,0,33.0,7.800000000000001,1.2000000000000002
48,Male,Engineering,Analyst,3.0,0.09,1,45.0,4.32,0.27
57,Female,Sales,Engineer,3.0,0.38,0,54.0,21.66,1.1400000000000001
56,Female,Engineering,Analyst,3.0,0.35,1,53.0,19.599999999999998,1.0499999999999998
55,Male,Finance,Analyst,6.0,0.43,1,49.0,23.65,2.58
39,Female,Engineering,Manager,2.0,0.63,0,37.0,24.57,1.26
25,Male,HR,Analyst,3.0,0.51,0,22.0,12.75,1.53
36,Female,Finance,Accountant,7.0,0.48,0,29.0,17.28,3.36
59,Male,HR,Manager,4.0,0.86,1,55.0,50.74,3.44
54,Female,Marketing,HR Specialist,3.0,0.23,1,51.0,12.42,0.6900000000000001
50,Female,HR,HR Specialist,8.0,0.32,1,42.0,16.0,2.56
35,Male,Finance,Engineer,1.0,0.64,0,34.0,22.400000000000002,0.64
56,Female,HR,Accountant,6.0,0.11,1,50.0,6.16,0.66
26,Male,Finance,Manager,7.0,0.8,1,19.0,20.8,5.6000000000000005
34,Female,Marketing,Accountant,1.0,0.81,1,33.0,27.540000000000003,0.81
46,Female,HR,Manager,3.0,0.28,0,43.0,12.88,0.8400000000000001
33,Male,Finance,HR Specialist,9.0,0.27,1,24.0,8.91,2.43
54,Male,Finance,Analyst,9.0,0.21,1,45.0,11.34,1.89
49,Female,Finance,Accountant,10.0,0.32,1,39.0,15.68,3.2
45,Male,Finance,Engineer,3.0,0.61,0,42.0,27.45,1.83
42,Male,HR,Accountant,9.0,0.45,1,33.0,18.900000000000002,4.05
44,Male,Sales,Manager,8.0,0.26,1,36.0,11.440000000000001,2.08
40,Male,Engineering,HR Specialist,2.0,0.98,1,38.0,39.2,1.96
59,Male,Finance,Engineer,7.0,0.4,1,52.0,23.6,2.8000000000000003
53,Male,Sales,Engineer,7.0,0.31,0,46.0,16.43,2.17
54,Male,HR,Engineer,8.0,0.93,0,46.0,50.220000000000006,7.44
27,Male,Marketing,Accountant,4.0,0.73,0,23.0,19.71,2.92
56,Female,Finance,Accountant,10.0,0.06,0,46.0,3.36,0.6
38,Female,Sales,Manager,7.0,0.16,0,31.0,6.08,1.12
50,Female,Sales,Analyst,3.0,0.79,1,47.0,39.5,2.37
29,Male,Marketing,Engineer,6.0,0.41,0,23.0,11.889999999999999,2.46
52,Female,Sales,Engineer,2.0,0.1,1,50.0,5.2,0.2
32,Female,Sales,Analyst,8.0,0.33,1,24.0,10.56,2.64
57,Male,Engineering,HR Specialist,8.0,0.64,1,49.0,36.480000000000004,5.12
37,Female,HR,Accountant,4.0,0.63,1,33.0,23.31,2.52
44,Male,Marketing,Engineer,5.0,0.18,1,39.0,7.92,0.8999999999999999
42,Female,Finance,Manager,5.0,0.75,0,37.0,31.5,3.75
44,Female,Engineering,Accountant,3.0,0.39,1,41.0,17.16,1.17
57,Male,Finance,Engineer,4.0,0.74,1,53.0,42.18,2.96
45,Female,Engineering,Analyst,9.0,0.63,0,36.0,28.35,5.67
48,Male,Sales,Manager,2.0,0.08,1,46.0,3.84,0.16
52,Female,Marketing,Manager,3.0,0.16,1,49.0,8.32,0.48
29,Male,Engineering,Accountant,2.0,0.74,1,27.0,21.46,1.48
54,Female,Sales,Engineer,6.0,0.11,1,48.0,5.94,0.66
48,Male,Engineering,Engineer,9.0,0.2,1,39.0,9.600000000000001,1.8
38,Male,HR,Manager,3.0,0.86,0,35.0,32.68,2.58
50,Male,Marketing,Analyst,9.0,0.96,0,41.0,48.0,8.64
37,Female,HR,Engineer,1.0,0.21,1,36.0,7.77,0.21
45,Female,Finance,Analyst,2.0,0.21,0,43.0,9.45,0.42
50,Male,HR,Analyst,5.0,0.48,0,45.0,24.0,2.4
58,Female,Sales,Engineer,3.0,0.17,0,55.0,9.860000000000001,0.51
38,Female,Finance,Analyst,5.0,0.62,1,33.0,23.56,3.1
45,Female,Finance,Accountant,7.0,0.74,0,38.0,33.3,5.18
43,Male,Finance,Engineer,6.0,0.76,0,37.0,32.68,4.5600000000000005
36,Male,Marketing,Engineer,3.0,0.9,0,33.0,32.4,2.7
54,Male,Finance,HR Specialist,8.0,0.24,1,46.0,12.959999999999999,1.92
57,Male,HR,Engineer,10.0,0.96,1,47.0,54.72,9.6
47,Male,Finance,Manager,10.0,0.02,0,37.0,0.9400000000000001,0.2
37,Male,Marketing,Manager,10.0,1.0,1,27.0,37.0,10.0
52,Female,Engineering,Analyst,4.0,0.58,0,48.0,30.159999999999997,2.32
52,Female,Marketing,Engineer,10.0,0.68,0,42.0,35.36,6.800000000000001
43,Male,Marketing,Engineer,10.0,0.15,0,33.0,6.45,1.5
55,Male,HR,Accountant,9.0,0.12,0,46.0,6.6,1.08
41,Male,Engineering,Accountant,5.0,0.28,1,36.0,11.48,1.4000000000000001
52,Female,Sales,Engineer,7.0,0.57,0,45.0,29.639999999999997,3.9899999999999998
28,Female,Finance,HR Specialist,5.0,0.13,0,23.0,3.64,0.65
30,Female,Finance,Analyst,7.0,0.93,0,23.0,27.900000000000002,6.510000000000001
43,Male,HR,Manager,10.0,0.77,0,33.0,33.11,7.7
47,Female,Sales,Accountant,1.0,0.32,1,46.0,15.040000000000001,0.32
30,Male,Engineering,Accountant,6.0,0.98,1,24.0,29.4,5.88
48,Male,Marketing,Analyst,4.0,0.98,1,44.0,47.04,3.92
46,Female,Finance,Manager,3.0,0.32,1,43.0,14.72,0.96
45,Male,Engineering,Analyst,4.0,0.76,1,41.0,34.2,3.04
38,Female,HR,Manager,10.0,0.23,1,28.0,8.74,2.3000000000000003
48,Female,Marketing,Manager,1.0,0.13,0,47.0,6.24,0.13
49,Male,HR,Manager,8.0,0.79,1,41.0,38.71,6.32
41,Male,Marketing,Engineer,5.0,0.57,1,36.0,23.369999999999997,2.8499999999999996
59,Female,Marketing,Manager,2.0,0.49,0,57.0,28.91,0.98
41,Male,Finance,Engineer,4.0,0.49,1,37.0,20.09,1.96
52,Female,HR,Manager,5.0,1.0,0,47.0,52.0,5.0
26,Female,Engineering,HR Specialist,6.0,0.64,0,20.0,16.64,3.84
58,Male,Engineering,Accountant,1.0,0.77,1,57.0,44.660000000000004,0.77
25,Female,Finance,HR Specialist,5.0,0.04,0,20.0,1.0,0.2
27,Female,Sales,Manager,10.0,0.79,0,17.0,21.330000000000002,7.9
46,Female,Marketing,Engineer,1.0,0.07,1,45.0,3.22,0.07
28,Male,Marketing,Analyst,2.0,0.02,1,26.0,0.56,0.04
39,Female,Engineering,Engineer,6.0,0.55,0,33.0,21.450000000000003,3.3000000000000003
36,Male,Engineering,Manager,5.0,0.77,1,31.0,27.72,3.85
31,Male,Sales,HR Specialist,6.0,0.47,1,25.0,14.569999999999999,2.82
55,Male,HR,Engineer,10.0,0.01,0,45.0,0.55,0.1
29,Male,Sales,HR Specialist,9.0,0.47,0,20.0,13.629999999999999,4.2299999999999995
51,Male,HR,Engineer,4.0,0.65,1,47.0,33.15,2.6
49,Female,HR,Analyst,1.0,0.2,0,48.0,9.8,0.2
41,Female,Finance,Manager,7.0,0.46,1,34.0,18.86,3.22
52,Female,Finance,Accountant,4.0,0.95,0,48.0,49.4,3.8
51,Male,HR,Accountant,10.0,0.43,1,41.0,21.93,4.3
50,Female,HR,Manager,5.0,0.51,1,45.0,25.5,2.55
53,Male,HR,Manager,7.0,0.51,1,46.0,27.03,3.5700000000000003
51,Female,Sales,Engineer,6.0,0.76,0,45.0,38.76,4.5600000000000005
41,Male,Finance,HR Specialist,7.0,0.99,0,34.0,40.589999999999996,6.93
40,Female,Sales,Manager,7.0,0.09,0,33.0,3.5999999999999996,0.63
33,Female,Finance,HR Specialist,9.0,0.11,0,24.0,3.63,0.99
56,Male,Marketing,Accountant,9.0,0.57,0,47.0,31.919999999999998,5.13
25,Male,Marketing,Accountant,10.0,0.97,0,15.0,24.25,9.7
33,Female,Engineering,Manager,7.0,0.15,1,26.0,4.95,1.05
31,Male,Finance,Engineer,3.0,0.89,0,28.0,27.59,2.67
30,Male,Finance,Manager,7.0,0.39,1,23.0,11.700000000000001,2.73
28,Male,HR,Analyst,5.0,0.46,1,23.0,12.88,2.3000000000000003
34,Male,Engineering,HR Specialist,9.0,0.64,0,25.0,21.76,5.76
34,Male,Marketing,Engineer,10.0,0.7,0,24.0,23.799999999999997,7.0
59,Male,Marketing,Engineer,10.0,0.26,0,49.0,15.34,2.6
32,Female,Sales,Engineer,2.0,0.32,0,30.0,10.24,0.64
47,Male,Marketing,Engineer,1.0,0.28,0,46.0,13.160000000000002,0.28
31,Female,Sales,Engineer,10.0,0.89,1,21.0,27.59,8.9
26,Female,Sales,Analyst,3.0,0.69,0,23.0,17.939999999999998,2.07
44,Male,Sales,Engineer,4.0,0.3,0,40.0,13.2,1.2
55,Female,Marketing,Accountant,3.0,0.11,1,52.0,6.05,0.33
54,Female,Finance,Accountant,7.0,0.02,1,47.0,1.08,0.14
49,Male,HR,HR Specialist,1.0,0.87,0,48.0,42.63,0.87
34,Male,HR,Manager,10.0,0.22,1,24.0,7.48,2.2
41,Female,Sales,HR Specialist,5.0,0.16,1,36.0,6.5600000000000005,0.8
33,Male,Finance,Accountant,9.0,0.99,0,24.0,32.67,8.91
56,Male,Engineering,Analyst,4.0,0.16,0,52.0,8.96,0.64
48,Male,Marketing,Manager,5.0,0.66,0,43.0,31.68,3.3000000000000003
40,Male,Marketing,Analyst,5.0,0.22,1,35.0,8.8,1.1
36,Female,HR,Analyst,4.0,0.62,0,32.0,22.32,2.48
